Texture,Moisture (%),Organic Matter (%),pH,Electrical Conductivity (dS/m),Soil Quality,Industrial Use
Sandy,25.35008969532963,3.6757210771136806,5.730601154410329,1.9800786920792592,Bad,Not Suitable
Clayey,19.25947887773311,3.942037635818814,7.369220475884227,1.7758698678889566,Good,Biogas Production
Sandy Loam,26.324250500766773,3.4322076186334494,5.926757978893056,0.8595698516609654,Bad,Not Suitable
Sandy Loam,21.959141981492696,2.0404083420755894,5.948634287303949,1.470849933784255,Bad,Not Suitable
Loamy,29.783142397830623,4.744004464069576,6.025557297201001,1.228551807965465,Good,Land Reclamation
Sandy Loam,24.149780585696885,4.941971419135429,6.939064555733443,0.19949293742300803,Bad,Not Suitable
Loamy,21.32735845145671,1.3316114888441515,7.338613729565662,1.0953525650735243,Bad,Not Suitable
Sandy,17.290515997988294,3.6420012485602498,5.843243633319559,1.975401449084245,Bad,Not Suitable
Loamy,20.114413635903254,2.22319232541577,5.840652310345258,1.2036084340978257,Bad,Not Suitable
Sandy Loam,12.401120358905422,4.9438771072316925,6.593181855371915,1.336671811369473,Average,Glass Making
Sandy,16.937632875638577,4.3302787384000565,5.540608253537551,0.5889640086632618,Bad,Not Suitable
Clayey,28.027538610136915,4.9268552442800715,6.6716311930977215,1.125996861825446,Good,Brick Manufacturing
Loamy,20.323496079167754,3.186068680746984,6.667201004977428,0.3761490226972962,Good,Land Reclamation
Sandy,16.527852734100343,3.271366799497438,5.941269483859674,1.4528754720059194,Bad,Not Suitable
Loamy,17.97310811125042,2.94868727935549,7.846338341769512,1.8125575425928153,Bad,Not Suitable
Sandy Loam,10.735952934899213,4.528824216677078,6.0914182906436825,0.34782382805911527,Average,Glass Making
Sandy,24.811963285792956,1.9765700204070749,7.761022545270006,0.7356705672532031,Bad,Not Suitable
Sandy,10.679228592398468,3.665034252286425,6.380395852572956,1.70793051412902,Good,Construction
Sandy,10.053125893235588,4.121550791621136,7.929547806498338,0.35359006168060525,Bad,Not Suitable
Clayey,22.07407794073336,3.369744624112367,7.270829870751367,0.28529441283718115,Good,Brick Manufacturing
Sandy,13.229537731731984,1.2783780387099886,6.687697427645724,0.9368762120272665,Good,Construction
Loamy,13.91835868920178,4.93431632042752,6.1942537802869655,0.41061645153263004,Good,Land Reclamation
Loamy,15.95431337075998,3.1685855809424326,6.899864671156621,0.805364926651855,Good,Land Reclamation
Clayey,16.84774949201476,1.1559733084237704,5.712192548776255,0.9901751728273576,Bad,Not Suitable
Clayey,11.686324014845953,2.6399035760023013,6.2941287611707075,0.14009924779593402,Bad,Not Suitable
Sandy Loam,17.606441591693315,2.7538672146693446,6.640924186199679,1.8709625929966935,Bad,Not Suitable
Sandy Loam,27.07774605689782,2.05559519950913,5.942770508558906,0.2952031209531727,Bad,Not Suitable
Sandy,19.297463136179474,2.2385592875794047,7.970805831104267,0.9383920347357594,Bad,Not Suitable
Sandy Loam,29.559976239356835,4.340246711068733,6.148829775924017,1.899846188778292,Bad,Not Suitable
Loamy,15.569605879310409,1.190677808901055,7.374415798519443,1.9719415618315685,Bad,Not Suitable
Clayey,24.25542322510711,2.754517289329773,6.02687857476837,0.7134511670581428,Good,Brick Manufacturing
Loamy,21.325468537816022,3.344105721121568,7.030002935864248,1.3702775013063877,Good,Land Reclamation
Sandy,11.565186621987113,2.197649919610992,5.547471959720992,0.5614657883660847,Bad,Not Suitable
Clayey,12.288977941816395,1.4224713504396505,5.506233022363413,0.8639216983684472,Bad,Not Suitable
Sandy Loam,24.215586511824892,4.071965803628162,5.715464084987041,1.6048068469539947,Bad,Not Suitable
Sandy,15.90605380097796,2.8540188222048,7.168676299807952,0.9944685739501784,Bad,Not Suitable
Sandy,11.692988319681852,1.4683347281474077,7.886394290816323,0.2427107369478611,Bad,Not Suitable
Clayey,20.270363499861453,4.7807576990323515,5.727195781432879,0.5665475791214623,Bad,Not Suitable
Loamy,16.158442790358848,2.2340729426010566,7.000161641931673,0.12070051344005078,Bad,Not Suitable
Clayey,12.358005725430319,3.6542332727044924,5.647279898782248,1.7178072793022194,Bad,Not Suitable
Sandy,29.307579686937338,1.5736167115134378,7.7244150031012815,0.540085462335634,Bad,Not Suitable
Clayey,19.78146975690994,1.6340099129169672,6.931545213720998,1.3177061457597952,Bad,Not Suitable
Loamy,29.346673791865324,1.6059574538392942,7.024302901448184,0.31625673004844024,Bad,Not Suitable
Sandy Loam,15.791235552845158,1.7702454523407556,6.6287637932745,0.5380453534587968,Bad,Not Suitable
Sandy,22.760618876474794,3.169255739931258,7.690615135207136,0.12810356376337054,Bad,Not Suitable
Sandy Loam,15.913502117550104,3.3919916570695654,5.796260766481463,1.368220756321034,Bad,Not Suitable
Loamy,27.689171806199894,4.249912212480028,7.942406595943757,1.6781055597108898,Good,Biogas Production
Sandy Loam,16.71033229116469,1.259359725650536,6.776805584000732,0.5140461225331513,Bad,Not Suitable
Loamy,25.29998660399255,4.897337974304092,7.77804527512424,1.3165846601120565,Good,Biogas Production
Sandy Loam,24.96974918028795,1.3391872300742365,6.990053150664327,1.3821999158843663,Bad,Not Suitable
Sandy,26.877391197923217,1.4948437573877968,7.906362319267582,1.85332679436415,Bad,Not Suitable
Clayey,26.187638260759066,2.6477592199006703,6.574654513066497,0.7418661314704903,Good,Brick Manufacturing
Loamy,23.09632957374638,4.001362301996541,7.162629380130074,1.05166726981422,Good,Land Reclamation
Loamy,19.654057677351737,2.431973603486631,6.808287017270817,0.8931930487031342,Bad,Not Suitable
Clayey,13.974143037989887,2.667730930892715,5.755672844903465,1.7082588869224378,Bad,Not Suitable
Sandy Loam,24.35674809945947,2.6760755012542834,6.745580159632171,1.241133217910645,Bad,Not Suitable
Loamy,10.743713582551766,1.8668569095052105,6.132987470206789,1.5667926052929773,Bad,Not Suitable
Loamy,26.29813602834251,1.353165220065895,7.919527518089094,1.8983485262249715,Bad,Not Suitable
Sandy Loam,27.644520668229966,3.714328587942544,6.058696503223071,1.7635195082193587,Bad,Not Suitable
Clayey,29.605291930563318,3.8687991308679046,6.011177858479147,1.3976180429996252,Good,Brick Manufacturing
Clayey,16.019868177016914,4.6349082088708755,7.288785263820646,0.2947210482309367,Good,Biogas Production
Loamy,13.019535728258278,3.7167113530072853,7.561539960599988,0.9237039599107456,Good,Biogas Production
Sandy Loam,12.956448464400792,3.8071471737803373,7.779599626464458,0.7424300358370561,Bad,Not Suitable
Sandy,19.884703550939253,3.7713062326609017,6.6320951351950885,0.45341929697731476,Bad,Not Suitable
Clayey,14.348709745600791,1.487504359289011,6.2141852038778,0.2475122198681986,Bad,Not Suitable
Sandy,22.252228735562547,1.5758361928331315,6.1941771364882845,0.46081769595496225,Bad,Not Suitable
Sandy Loam,19.1085149400232,1.9908963539348314,7.772708045266558,1.0134206967387975,Bad,Not Suitable
Sandy,20.460430295179144,4.921031267899095,6.131520864208362,1.8408499454710743,Bad,Not Suitable
Loamy,15.509432487218412,3.815664294367007,6.72293821728184,1.352944936431211,Good,Land Reclamation
Sandy Loam,23.651959615901298,4.887567472786002,7.510390112303433,0.12878115455498032,Bad,Not Suitable
Clayey,17.796825917209247,3.16259768993797,6.176253909195156,0.3593129118180567,Bad,Not Suitable
Loamy,20.43128716363467,3.3640627432942747,7.653237307958542,0.872613693842702,Good,Biogas Production
Sandy,20.457957191057012,2.230869951465186,6.691641735477817,1.6236386155197289,Bad,Not Suitable
Sandy,18.506151627341875,2.4509642031357757,7.4779558412484395,0.7976582904697714,Bad,Not Suitable
Sandy,17.045262036229502,1.6272544901762411,6.817674764499985,1.0658741173799549,Bad,Not Suitable
Clayey,11.471281148477315,1.917381285284768,7.146788874571996,1.2168943834403216,Bad,Not Suitable
Clayey,27.06143794164683,4.745803900635156,7.447007351179252,0.6712749841541064,Good,Brick Manufacturing
Sandy Loam,24.4287980073361,3.8124370899496376,6.615513992169069,0.7134539879216326,Bad,Not Suitable
Loamy,22.492446664510872,1.789652061932768,5.696482664649389,1.2397532721496476,Bad,Not Suitable
Loamy,28.633205975928064,1.154560679448776,7.118760930080279,1.053219509524301,Bad,Not Suitable
Clayey,15.47458187511803,1.0926919166548044,7.99014677443536,1.9789784275485218,Bad,Not Suitable
Clayey,23.08256716315965,1.3457583980416388,6.286856369857119,0.26991326508383806,Good,Brick Manufacturing
Clayey,28.810898668105505,2.50270833330231,5.678717256896797,0.9587674727005728,Bad,Not Suitable
Loamy,12.27107626581116,2.3903506185710186,6.901604629546935,0.916756979022959,Bad,Not Suitable
Clayey,13.502189013536173,2.6548856181383993,5.960198528780541,0.24875914179990144,Bad,Not Suitable
Clayey,24.549036060503514,1.3366664846757588,7.4349530073923145,0.3654517204525908,Good,Brick Manufacturing
Sandy,23.230846618410336,1.6320554424766418,7.900674668034338,0.9274786348795528,Bad,Not Suitable
Sandy,25.02227404678039,3.613479990470436,6.54156093045446,1.9801584214284396,Bad,Not Suitable
Sandy Loam,27.80264650240495,3.7890103509152766,6.265749510386403,1.969087118459363,Bad,Not Suitable
Clayey,17.012513666534105,1.1422798436846784,6.3219362499071385,0.8655908623445902,Bad,Not Suitable
Sandy Loam,10.351749565181441,1.5504611380361255,6.244031315057528,0.44263267491807934,Average,Glass Making
Sandy,10.012236376220221,4.0302896589372,6.082370562448476,1.0935855803979058,Good,Construction
Sandy Loam,14.034140746151989,1.341161967546459,7.309736139938597,0.5761379203611335,Bad,Not Suitable
Loamy,23.808086911864066,1.3137095255299913,7.384527234171314,0.5731841614246834,Bad,Not Suitable
Clayey,11.044273442844151,4.153067223830384,7.445085054083117,0.2484146295768306,Good,Biogas Production
Loamy,20.745879229701462,3.153808098683771,6.078624959542105,1.2128449163423094,Good,Land Reclamation
Sandy,24.53602880825799,1.0464542564156787,6.568063978540373,0.8967805056126075,Bad,Not Suitable
Clayey,25.516459167751037,4.331818902564892,7.19695917610853,0.790670223270667,Good,Brick Manufacturing
Sandy,25.779135732081954,4.4335104956773375,6.004019056859179,1.7126967594411817,Bad,Not Suitable
Sandy,10.258682645735641,4.4843703530761605,7.0637323829614065,1.492562613303566,Bad,Not Suitable
Sandy,22.671714696063653,1.944621873394146,6.923913587545492,0.39405612008248103,Bad,Not Suitable
Clayey,10.339288598578126,1.6614392639019528,7.307789192750259,0.788721073855758,Bad,Not Suitable
Clayey,29.508538763714775,2.527366658124502,5.638266480558427,1.7734199525504677,Bad,Not Suitable
Clayey,17.179293622457816,2.31749607524897,5.538456144192272,1.1435224289301813,Bad,Not Suitable
Sandy,19.654977007291496,1.0258892277428568,7.442390908837599,1.3270021695221752,Bad,Not Suitable
Loamy,12.297064050990077,2.958626554213453,7.302757152225981,1.506275658732504,Good,Land Reclamation
Loamy,29.576307596225373,4.02070140666854,7.769937095832476,0.8925318512599599,Good,Biogas Production
Clayey,17.507337852612906,3.177975420384888,6.831021505145669,0.8728608514434424,Good,Biogas Production
Loamy,24.572299180983144,2.035466799685354,7.020652639374061,0.6008123447358363,Bad,Not Suitable
Sandy Loam,19.63200860351185,2.2520353813490255,6.665192795172751,1.4663321801651739,Bad,Not Suitable
Loamy,17.53470841347272,1.3785951483423675,6.765843025324949,0.5469567540038333,Bad,Not Suitable
Sandy,24.695459686001353,2.5224949844118165,7.012516655146989,0.14113102406166497,Bad,Not Suitable
Loamy,16.53436365157336,2.4967797443779935,6.170783306729675,1.0234206220907758,Bad,Not Suitable
Loamy,13.421172180581948,1.0682293089878394,7.562287255538152,0.4168587767023253,Bad,Not Suitable
Sandy,20.215082170839164,2.715034105394811,5.7947674443450445,1.9774935119336734,Bad,Not Suitable
Sandy Loam,15.747028687416055,4.319512714740364,7.7538428923086435,0.40428779393146785,Bad,Not Suitable
Sandy,12.319307143848475,4.17069063720759,7.148141800345573,1.8761786048911633,Bad,Not Suitable
Sandy Loam,13.014306637190003,2.9542436103088807,7.0632889368324765,0.5935622345117189,Bad,Not Suitable
Loamy,29.71415678845695,3.6833866252737657,6.239721535266114,0.23174962026921536,Good,Land Reclamation
Sandy Loam,20.180715167842017,2.2908424762370228,6.290259495000173,1.030425437103506,Bad,Not Suitable
Sandy Loam,13.533332080723042,2.533199615811027,6.075855258389473,1.601688195093539,Average,Glass Making
Loamy,13.902466948482866,1.8305659361402005,7.529409775275161,0.45938317340215207,Bad,Not Suitable
Loamy,22.820152661123668,1.4608223582856756,7.906143507036737,0.8145797628327345,Bad,Not Suitable
Clayey,23.87996215973018,3.5036995342278225,5.936191707209698,0.6884893898004479,Bad,Not Suitable
Clayey,17.52815899623834,3.244810519220278,7.427506887839696,1.5481652101933876,Good,Biogas Production
Sandy,28.289418467573128,4.35563799471548,6.5774147091475355,1.3806431185553365,Bad,Not Suitable
Loamy,19.80633927434212,1.9904197757304831,6.361417358016754,0.8879636823123626,Bad,Not Suitable
Sandy,27.567398845224034,1.6008327028543587,6.542103687480465,1.0528466346715704,Bad,Not Suitable
Loamy,19.931860731521247,1.4183657042578321,7.552943461572447,1.536702740455643,Bad,Not Suitable
Loamy,24.332789123695605,3.125971194174908,7.668452698578935,1.1520663454237894,Good,Biogas Production
Sandy Loam,27.467385790956286,1.923264734129769,6.173573405569328,0.10043713347434269,Bad,Not Suitable
Sandy,24.04481662576098,2.1814067089090488,6.170938996359018,0.35555923803668477,Bad,Not Suitable
Sandy Loam,22.898170356063538,4.0377561183600665,7.590394067069265,1.1794635479283266,Bad,Not Suitable
Sandy,17.33483370612539,3.8532593793436685,7.8724141744923966,0.4101161060375792,Bad,Not Suitable
Loamy,17.867110254161783,3.56159711096234,6.857705586017276,1.0299609639653788,Good,Land Reclamation
Sandy,22.509960215182886,2.593218895104905,7.69340501866735,0.5660057473193228,Bad,Not Suitable
Clayey,21.748092396100546,4.576438879973477,5.748605855876215,1.9461986972432965,Bad,Not Suitable
Sandy,10.886746455430146,4.170590984439754,6.346911549378736,0.14917568263992126,Good,Construction
Clayey,27.242001106910525,3.330274141211643,7.885999783923233,1.2960888352941662,Good,Biogas Production
Clayey,16.78266177578936,4.4954131216962026,7.710560544361115,1.5396430594060941,Good,Biogas Production
Sandy Loam,25.79753374457074,3.6069908723837707,5.899803402369355,1.1967409095829187,Bad,Not Suitable
Sandy Loam,20.716237408924812,3.861718094140704,5.7994858227641854,0.9828525059780522,Bad,Not Suitable
Clayey,10.15070972516833,2.351157437273628,6.398519784339419,1.1004519347895776,Bad,Not Suitable
Sandy,14.098252395183625,4.34707357295348,7.678533717074886,0.8103676560330354,Bad,Not Suitable
Loamy,22.65531440435522,4.491464498533909,6.442896107282985,1.0175813055036655,Good,Land Reclamation
Sandy Loam,12.818584443623415,1.9616616035476304,5.8325914228558675,1.8605847346337503,Bad,Not Suitable
Loamy,29.550324225929867,2.1679241597958905,6.138943666932816,1.034953903944597,Bad,Not Suitable
Clayey,19.94536667532828,4.457160470049642,7.150025167635574,0.7389345436922314,Good,Biogas Production
Clayey,26.993962701765767,4.764929080725911,6.0197959157603735,0.38140057394166893,Good,Brick Manufacturing
Loamy,23.13314961601291,3.9488936174279545,7.305215685835878,0.24774335008426238,Good,Land Reclamation
Loamy,26.347781173147112,2.6557604325561974,5.800329276888311,0.39757740341607417,Bad,Not Suitable
Loamy,24.32121577228316,4.474071732007379,6.237545570837678,1.980747581169223,Good,Land Reclamation
Loamy,20.543128595278162,1.3072969712794786,5.808553435401372,0.41077516452714313,Bad,Not Suitable
Sandy Loam,22.916029499880977,4.44283764293534,7.26068528253561,1.4862667634113753,Bad,Not Suitable
Sandy Loam,17.78513792057477,4.852261294316949,6.59681035334752,1.2518509902738324,Bad,Not Suitable
Sandy,14.301933940887698,2.388947196820643,7.317777435486095,0.7838907410158183,Bad,Not Suitable
Loamy,10.855618622403156,2.5061001176092197,6.772016499929657,0.5235840130431346,Good,Land Reclamation
Sandy Loam,20.005050758534352,1.0985292315829018,6.9642909207600034,0.23063113149775694,Bad,Not Suitable
Clayey,22.408703256003164,3.3990241888440575,6.460557261642379,0.5021604206123893,Good,Brick Manufacturing
Loamy,16.396634384661972,3.286505426304255,6.756683271961906,1.39439786500745,Good,Land Reclamation
Loamy,19.903310338750494,1.1178638557206622,7.678835380341579,1.8423158558295059,Bad,Not Suitable
Loamy,23.185930531686978,1.05719213466837,7.463007067360306,1.4343627664013974,Bad,Not Suitable
Loamy,14.394403629615915,2.5607376527544177,7.94480225161522,1.7529634729973584,Bad,Not Suitable
Sandy,19.271585725041895,4.749039712085583,6.704825051746305,0.8049179787330052,Bad,Not Suitable
Sandy,23.49809853973239,4.676578544202588,6.971192825844445,0.9143031327935055,Bad,Not Suitable
Clayey,21.321923990468452,3.2131837273617436,6.981413579735797,1.947075813,Good,Brick Manufacturing
Sandy,28.773259472065728,4.56902159755604,6.4744351963275975,0.38935841217201406,Bad,Not Suitable
Loamy,17.586888562225873,2.485309608327389,6.024832483963316,0.4838998274408671,Bad,Not Suitable
